Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR5714915_1	SRR5714915_1.fastq	Conventional base calls	Sanger / Illumina 1.9	19996796.0	0.0	66-150	50.0	17.007270595834445	148.0883127477022	pass	pass	pass	warn	warn	pass	warn	fail	warn	warn
SRR5714915_2	SRR5714915_2.fastq	Conventional base calls	Sanger / Illumina 1.9	19996796.0	0.0	57-150	49.0	11.375991450393643	148.97550497589714	pass	pass	pass	fail	warn	pass	warn	fail	warn	warn
SRR5714916_1	SRR5714916_1.fastq	Conventional base calls	Sanger / Illumina 1.9	28876259.0	0.0	71-150	49.0	29.15692568856655	148.08602797197517	pass	pass	pass	warn	warn	pass	warn	fail	warn	warn
SRR5714916_2	SRR5714916_2.fastq	Conventional base calls	Sanger / Illumina 1.9	28876259.0	0.0	51-150	47.0	19.17019993443903	149.061852783631	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714917_1	SRR5714917_1.fastq	Conventional base calls	Sanger / Illumina 1.9	25443836.0	0.0	59-150	51.0	9.331130652557631	149.54917694014378	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SRR5714917_2	SRR5714917_2.fastq	Conventional base calls	Sanger / Illumina 1.9	25443836.0	0.0	50-150	48.0	9.761555147828101	149.1500187314523	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714918_1	SRR5714918_1.fastq	Conventional base calls	Sanger / Illumina 1.9	29945709.0	0.0	50-150	53.0	5.115920050045106	149.54424982891538	pass	pass	pass	fail	warn	pass	warn	fail	fail	warn
SRR5714918_2	SRR5714918_2.fastq	Conventional base calls	Sanger / Illumina 1.9	29945709.0	0.0	50-150	51.0	7.301289963395373	149.02063253870529	pass	pass	pass	fail	fail	pass	warn	fail	fail	warn
SRR5714919_1	SRR5714919_1.fastq	Conventional base calls	Sanger / Illumina 1.9	29415414.0	0.0	52-150	49.0	11.224957431296763	149.59999339121998	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714919_2	SRR5714919_2.fastq	Conventional base calls	Sanger / Illumina 1.9	29415414.0	0.0	50-150	47.0	11.308060054072914	149.2996283513127	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714920_1	SRR5714920_1.fastq	Conventional base calls	Sanger / Illumina 1.9	33315525.0	0.0	62-150	47.0	13.03853231001724	149.6144402346954	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714920_2	SRR5714920_2.fastq	Conventional base calls	Sanger / Illumina 1.9	33315525.0	0.0	50-150	46.0	13.391358677262263	149.36014044503275	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR5714921_1	SRR5714921_1.fastq	Conventional base calls	Sanger / Illumina 1.9	55664076.0	0.0	50-150	47.0	22.57384581143011	148.87402467616636	pass	pass	pass	fail	fail	pass	warn	fail	warn	fail
SRR5714921_2	SRR5714921_2.fastq	Conventional base calls	Sanger / Illumina 1.9	55664076.0	0.0	50-150	46.0	22.96757863203995	148.64930987087615	pass	pass	pass	fail	fail	pass	warn	fail	warn	fail
